Change,Target,Treatment
0.487985861537352,hydroxy-HIF,Palbociclib_1h
0.7995595284245751,hydroxy-HIF,GDC0980_1h
0.5504609773603832,hydroxy-HIF,DMSO_1h
0.4849357658755674,hydroxy-HIF,GNE-317_1h
0.5846456374077854,hydroxy-HIF,Erlotinib_1h
0.3053220863472501,hydroxy-HIF,(+)-Serum_1h
0.08998692396443768,hydroxy-HIF,(-)-Serum_1h
-0.37517348992538985,hydroxy-HIF,Palbociclib_24h
-0.637992579400185,hydroxy-HIF,GNE-317_24h
-0.181675476098334,hydroxy-HIF,(+)-Serum_24h
-0.47256522179301963,hydroxy-HIF,DMSO_24h
-0.4757815743829947,hydroxy-HIF,Erlotinib_24h
-0.7162728079251234,hydroxy-HIF,GDC0980_24h
-0.44343563139230535,hydroxy-HIF,(-)-Serum_24h
0.6052249531718814,p-Akt_308,Palbociclib_1h
0.9069781417549952,p-Akt_308,GDC0980_1h
0.46621962344565554,p-Akt_308,DMSO_1h
0.4034931563174914,p-Akt_308,GNE-317_1h
0.47772248492663694,p-Akt_308,Erlotinib_1h
0.35361825747412856,p-Akt_308,(+)-Serum_1h
0.22909104054323987,p-Akt_308,(-)-Serum_1h
-0.32880210970038004,p-Akt_308,Palbociclib_24h
-0.5823840279558608,p-Akt_308,GNE-317_24h
-0.22884214445620715,p-Akt_308,(+)-Serum_24h
-0.5587911318501967,p-Akt_308,DMSO_24h
-0.5323819990718678,p-Akt_308,Erlotinib_24h
-0.7413100117569803,p-Akt_308,GDC0980_24h
-0.4698362328425366,p-Akt_308,(-)-Serum_24h
0.3684585483726971,p-Akt_473,Palbociclib_1h
0.6791609304782871,p-Akt_473,GDC0980_1h
0.40646845367716045,p-Akt_473,DMSO_1h
0.23488205182962885,p-Akt_473,GNE-317_1h
0.46888659921034276,p-Akt_473,Erlotinib_1h
0.9022032978197729,p-Akt_473,(+)-Serum_1h
0.004447615130478121,p-Akt_473,(-)-Serum_1h
-0.33953002626721296,p-Akt_473,Palbociclib_24h
-0.6113483611178793,p-Akt_473,GNE-317_24h
0.029767820558172342,p-Akt_473,(+)-Serum_24h
-0.4646409283512266,p-Akt_473,DMSO_24h
-0.4338698318479112,p-Akt_473,Erlotinib_24h
-0.7331976097985483,p-Akt_473,GDC0980_24h
-0.5116885596937616,p-Akt_473,(-)-Serum_24h
0.3478632581554055,p-c-Abl,Palbociclib_1h
0.8801992042951936,p-c-Abl,GDC0980_1h
0.5931886100913512,p-c-Abl,DMSO_1h
0.5679906837408786,p-c-Abl,GNE-317_1h
0.6447968654758963,p-c-Abl,Erlotinib_1h
0.2831192653114148,p-c-Abl,(+)-Serum_1h
0.09258411558322761,p-c-Abl,(-)-Serum_1h
-0.37262526426033593,p-c-Abl,Palbociclib_24h
-0.6779605028235766,p-c-Abl,GNE-317_24h
-0.21066138992895045,p-c-Abl,(+)-Serum_24h
-0.4844805273887479,p-c-Abl,DMSO_24h
-0.4811421336569871,p-c-Abl,Erlotinib_24h
-0.7105086311345801,p-c-Abl,GDC0980_24h
-0.47236355346018866,p-c-Abl,(-)-Serum_24h
0.3281419501312893,p-GSK3b,Palbociclib_1h
0.41019943143917403,p-GSK3b,GDC0980_1h
0.45437780991713395,p-GSK3b,DMSO_1h
0.2299869024635357,p-GSK3b,GNE-317_1h
