Change,Target,Treatment
0.010968201686094243,hydroxy-HIF,Palbociclib
0.22265775993248557,hydroxy-HIF,GDC0980
0.05341508046791585,hydroxy-HIF,DMSO
0.008895903954058615,hydroxy-HIF,GNE-317
0.07664084167082572,hydroxy-HIF,Erlotinib
-0.11313732450911869,hydroxy-HIF,(+)-Serum
-0.2594404632022616,hydroxy-HIF,(-)-Serum
0.07605828120350977,p-Akt_308,Palbociclib
0.2783377292103562,p-Akt_308,GDC0980
-0.017123572148425737,p-Akt_308,DMSO
-0.05917209268165558,p-Akt_308,GNE-317
-0.009412659525438663,p-Akt_308,Erlotinib
-0.09260559857037279,p-Akt_308,(+)-Serum
-0.1760820874879735,p-Akt_308,(-)-Serum
-0.048218718906749,p-Akt_473,Palbociclib
0.16787895656236884,p-Akt_473,GDC0980
-0.021782319786048353,p-Akt_473,DMSO
-0.1411229644572577,p-Akt_473,GNE-317
0.02163033790072106,p-Akt_473,Erlotinib
0.3230079156227603,p-Akt_473,(+)-Serum
-0.30139320693579497,p-Akt_473,(-)-Serum
-0.09363336721669815,p-c-Abl,Palbociclib
0.26433435398414395,p-c-Abl,GDC0980
0.07133493489049124,p-c-Abl,DMSO
0.054390664378470024,p-c-Abl,GNE-317
0.10603875248748204,p-c-Abl,Erlotinib
-0.1371702723381138,p-c-Abl,(+)-Serum
-0.2652950661857757,p-c-Abl,(-)-Serum
0.08622164360183009,p-GSK3b,Palbociclib
0.15333240100789358,p-GSK3b,GDC0980
0.189463712783152,p-GSK3b,DMSO
0.00594548246186769,p-GSK3b,GNE-317
-0.05636066357325722,p-GSK3b,Erlotinib
-0.010332832820712179,p-GSK3b,(+)-Serum
-0.3682697434607734,p-GSK3b,(-)-Serum
0.007147068659879867,p-MAPK,Palbociclib
0.3065668513835598,p-MAPK,GDC0980
0.06363156370639399,p-MAPK,DMSO
0.041107874083892514,p-MAPK,GNE-317
-0.024017263320574914,p-MAPK,Erlotinib
-0.1252546003060128,p-MAPK,(+)-Serum
-0.2691814942071382,p-MAPK,(-)-Serum
-0.013994598871998498,p-mTOR,Palbociclib
0.3517842327961915,p-mTOR,GDC0980
0.016067650289358342,p-mTOR,DMSO
-0.03870624516193656,p-mTOR,GNE-317
0.054325491930800884,p-mTOR,Erlotinib
-0.15344184119069793,p-mTOR,(+)-Serum
-0.21603468979171786,p-mTOR,(-)-Serum
-0.04058472076742682,p-p53,Palbociclib
0.34794095482077325,p-p53,GDC0980
0.12087101064413218,p-p53,DMSO
0.0015199642750597549,p-p53,GNE-317
0.07114362805290364,p-p53,Erlotinib
-0.25646979372615447,p-p53,(+)-Serum
-0.24442104329928704,p-p53,(-)-Serum
-0.05990722539192365,p-70S6k,Palbociclib
0.2765802501586534,p-70S6k,GDC0980
0.19598634407884205,p-70S6k,DMSO
-0.09419539575464325,p-70S6k,GNE-317
0.06059000300842048,p-70S6k,Erlotinib
-0.10688219851907979,p-70S6k,(+)-Serum
-0.27217177758026967,p-70S6k,(-)-Serum
-0.03677118032099938,p-PDK1,Palbociclib
0.1112022823955423,p-PDK1,GDC0980
0.13815247703596567,p-PDK1,DMSO
-0.03823532576734681,p-PDK1,GNE-317
0.0823125542770291,p-PDK1,Erlotinib
-0.04203412275278105,p-PDK1,(+)-Serum
-0.21462668486740963,p-PDK1,(-)-Serum
0.01109666311944343,p-Rb_780,Palbociclib
0.1313809681500103,p-Rb_780,GDC0980
0.12813167533919878,p-Rb_780,DMSO
0.07429803019123102,p-Rb_780,GNE-317
0.004174071284433184,p-Rb_780,Erlotinib
-0.09807318943770683,p-Rb_780,(+)-Serum
-0.25100821864660955,p-Rb_780,(-)-Serum
-0.04168772213897281,p-RB_807,Palbociclib
0.2114277947744631,p-RB_807,GDC0980
0.06461430006463877,p-RB_807,DMSO
0.03589576287736856,p-RB_807,GNE-317
0.0686559980530771,p-RB_807,Erlotinib
-0.07803968012319579,p-RB_807,(+)-Serum
-0.2608664535073786,p-RB_807,(-)-Serum
-0.1273161339784889,p-S6_235,Palbociclib
-0.2886795518238749,p-S6_235,GDC0980
0.11119956484286639,p-S6_235,DMSO
-0.33475682088685904,p-S6_235,GNE-317
0.2221214235464342,p-S6_235,Erlotinib
0.845727976476217,p-S6_235,(+)-Serum
-0.4282964581762953,p-S6_235,(-)-Serum
0.029090966541733626,p-S6_240,Palbociclib
-0.11206532334980587,p-S6_240,GDC0980
0.09574572527503576,p-S6_240,DMSO
-0.1788950264478635,p-S6_240,GNE-317
0.15411214208900306,p-S6_240,Erlotinib
0.36336362790551624,p-S6_240,(+)-Serum
-0.351352112013619,p-S6_240,(-)-Serum
-0.05534115317958379,p-Src,Palbociclib
0.2868114793569144,p-Src,GDC0980
0.14869548902703916,p-Src,DMSO
0.08969215704414389,p-Src,GNE-317
0.01631470903726569,p-Src,Erlotinib
-0.2136618154016492,p-Src,(+)-Serum
-0.2725108658841303,p-Src,(-)-Serum
