Change,Target,Treatment
0.2826793147046412,hydroxy-HIF,Palbociclib_GBM-26
-0.2568506254359805,hydroxy-HIF,GNE-317_GBM-26
0.08274804118208741,hydroxy-HIF,DMSO_GBM-26
0.07614533007838438,hydroxy-HIF,Erlotinib_GBM-26
-0.41754872044366664,hydroxy-HIF,GDC0980_GBM-26
-0.14151265884628028,hydroxy-HIF,DMSO_GBM-6
-0.05898630721951009,hydroxy-HIF,GDC0980_GBM-6
0.34483832214086485,hydroxy-HIF,Palbociclib_GBM-6
0.043761145328943166,hydroxy-HIF,Erlotinib_GBM-6
0.04472615851051633,hydroxy-HIF,GNE-317_GBM-6
0.38279157556169846,p-Akt_308,Palbociclib_GBM-26
-0.13963399422357717,p-Akt_308,GNE-317_GBM-26
-0.09102827235003051,p-Akt_308,DMSO_GBM-26
-0.036620582976242676,p-Akt_308,Erlotinib_GBM-26
-0.46705086295053727,p-Akt_308,GDC0980_GBM-26
-0.05845128941838401,p-Akt_308,DMSO_GBM-6
-0.027606692247369433,p-Akt_308,GDC0980_GBM-6
0.23842008844775253,p-Akt_308,Palbociclib_GBM-6
-0.04185419752178368,p-Akt_308,Erlotinib_GBM-6
0.24103422767847416,p-Akt_308,GNE-317_GBM-6
0.06398428430390134,p-Akt_473,Palbociclib_GBM-26
-0.37390153635230494,p-Akt_473,GNE-317_GBM-26
-0.13756315752777054,p-Akt_473,DMSO_GBM-26
-0.08799245122406164,p-Akt_473,Erlotinib_GBM-26
-0.570194616744362,p-Akt_473,GDC0980_GBM-26
0.4482721508864208,p-Akt_473,DMSO_GBM-6
-0.29859810971254275,p-Akt_473,GDC0980_GBM-6
0.8856220654533616,p-Akt_473,Palbociclib_GBM-6
0.2370931855059917,p-Akt_473,Erlotinib_GBM-6
-0.1667218145886332,p-Akt_473,GNE-317_GBM-6
0.3407775526932008,p-c-Abl,Palbociclib_GBM-26
-0.3117616883541083,p-c-Abl,GNE-317_GBM-26
0.10172899461514771,p-c-Abl,DMSO_GBM-26
0.10886355570377595,p-c-Abl,Erlotinib_GBM-26
-0.38132107182230135,p-c-Abl,GDC0980_GBM-26
-0.1244783959544581,p-c-Abl,DMSO_GBM-6
-0.08844871425841754,p-c-Abl,GDC0980_GBM-6
0.2350281314434966,p-c-Abl,Palbociclib_GBM-6
-0.0022455649422433066,p-c-Abl,Erlotinib_GBM-6
0.12185720087590693,p-c-Abl,GNE-317_GBM-6
0.99229133513441925,p-GSK3b,Palbociclib_GBM-26
-0.4240216734972511,p-GSK3b,GNE-317_GBM-26
0.48353170970521825,p-GSK3b,DMSO_GBM-26
0.6854161052561548,p-GSK3b,Erlotinib_GBM-26
-0.5789837060031758,p-GSK3b,GDC0980_GBM-26
-0.31602295632417254,p-GSK3b,DMSO_GBM-6
-0.5485085092358313,p-GSK3b,GDC0980_GBM-6
0.1925139921737869,p-GSK3b,Palbociclib_GBM-6
-0.15776988058021105,p-GSK3b,Erlotinib_GBM-6
-0.3284464166289373,p-GSK3b,GNE-317_GBM-6
0.329971291371783,p-MAPK,Palbociclib_GBM-26
-0.2709306855017225,p-MAPK,GNE-317_GBM-26
6.0043545619568e-4,p-MAPK,DMSO_GBM-26
0.14562656259687495,p-MAPK,Erlotinib_GBM-26
-0.4290090727872916,p-MAPK,GDC0980_GBM-26
-0.07287460320966593,p-MAPK,DMSO_GBM-6
-0.10687148781869286,p-MAPK,GDC0980_GBM-6
0.43325517539689545,p-MAPK,Palbociclib_GBM-6
-0.06858087448892794,p-MAPK,Erlotinib_GBM-6
0.0388132589845515,p-MAPK,GNE-317_GBM-6
0.5661881497717531,p-mTOR,Palbociclib_GBM-26
-0.2537382255376141,p-mTOR,GNE-317_GBM-26
-0.12242906830374524,p-mTOR,DMSO_GBM-26
0.23730001680647164,p-mTOR,Erlotinib_GBM-26
-0.3862367125776084,p-mTOR,GDC0980_GBM-26
-0.10204356096381223,p-mTOR,DMSO_GBM-6
-0.16186949481730897,p-mTOR,GDC0980_GBM-6
0.1748298056226296,p-mTOR,Palbociclib_GBM-6
-0.0375245669043302,p-mTOR,Erlotinib_GBM-6
0.08552365690356445,p-mTOR,GNE-317_GBM-6
0.22202939309866,p-p53,Palbociclib_GBM-26
-0.23846048481884444,p-p53,GNE-317_GBM-26
-0.24245469985096896,p-p53,DMSO_GBM-26
-0.01578803709053722,p-p53,Erlotinib_GBM-26
-0.4603341250046679,p-p53,GDC0980_GBM-26
0.016780202338745377,p-p53,DMSO_GBM-6
0.07215538495401981,p-p53,GDC0980_GBM-6
0.2761032146902523,p-p53,Palbociclib_GBM-6
0.1534097523319449,p-p53,Erlotinib_GBM-6
0.2165593993513964,p-p53,GNE-317_GBM-6
0.42025169693254094,p-70S6k,Palbociclib_GBM-26
-0.3250977723010195,p-70S6k,GNE-317_GBM-26
0.15895743881157137,p-70S6k,DMSO_GBM-26
0.4968757788734619,p-70S6k,Erlotinib_GBM-26
-0.42014552973209757,p-70S6k,GDC0980_GBM-26
-0.14693929714293225,p-70S6k,DMSO_GBM-6
-0.3000356711570567,p-70S6k,GDC0980_GBM-6
0.2644153731351712,p-70S6k,Palbociclib_GBM-6
-0.06408112589484556,p-70S6k,Erlotinib_GBM-6
-0.08420089152479322,p-70S6k,GNE-317_GBM-6
0.3508507235614287,p-PDK1,Palbociclib_GBM-26
-0.3719236220375698,p-PDK1,GNE-317_GBM-26
0.3565190942224076,p-PDK1,DMSO_GBM-26
0.016739170692203754,p-PDK1,Erlotinib_GBM-26
-0.382951988026574,p-PDK1,GDC0980_GBM-26
-0.2513277746757712,p-PDK1,DMSO_GBM-6
-0.1591710845344863,p-PDK1,GDC0980_GBM-6
0.36501973119551134,p-PDK1,Palbociclib_GBM-6
0.19652722895248168,p-PDK1,Erlotinib_GBM-6
-0.120281479349632,p-PDK1,GNE-317_GBM-6
-0.6016129771914412,p-Rb_780,Palbociclib_GBM-26
-0.7524394509889927,p-Rb_780,GNE-317_GBM-26
-0.6400098773904058,p-Rb_780,DMSO_GBM-26
-0.6456645554271137,p-Rb_780,Erlotinib_GBM-26
-0.8299574005059912,p-Rb_780,GDC0980_GBM-26
1.373017995395723,p-Rb_780,DMSO_GBM-6
0.6717375399669004,p-Rb_780,GDC0980_GBM-6
-0.15654085960800676,p-Rb_780,Palbociclib_GBM-6
0.7694516160861168,p-Rb_780,Erlotinib_GBM-6
0.8120179696632118,p-Rb_780,GNE-317_GBM-6
-0.7116201328590117,p-RB_807,Palbociclib_GBM-26
-0.8184046745852256,p-RB_807,GNE-317_GBM-26
-0.7669184153360431,p-RB_807,DMSO_GBM-26
-0.7560746696692926,p-RB_807,Erlotinib_GBM-26
-0.8673212305153128,p-RB_807,GDC0980_GBM-26
1.5880189238439015,p-RB_807,DMSO_GBM-6
0.7503125232182271,p-RB_807,GDC0980_GBM-6
-0.2537338263362793,p-RB_807,Palbociclib_GBM-6
0.9163752046339363,p-RB_807,Erlotinib_GBM-6
0.9193662976051005,p-RB_807,GNE-317_GBM-6
0.4791008933616733,p-S6_235,Palbociclib_GBM-26
-0.5034923053118315,p-S6_235,GNE-317_GBM-26
0.8325598125181707,p-S6_235,DMSO_GBM-26
0.3817891683943247,p-S6_235,Erlotinib_GBM-26
-0.6574841075436239,p-S6_235,GDC0980_GBM-26
-0.03640791204687076,p-S6_235,DMSO_GBM-6
-0.40384220306705076,p-S6_235,GDC0980_GBM-6
0.2981660233519826,p-S6_235,Palbociclib_GBM-6
-0.20655078085804535,p-S6_235,Erlotinib_GBM-6
-0.1838385887987283,p-S6_235,GNE-317_GBM-6
0.5974169614998576,p-S6_240,Palbociclib_GBM-26
-0.4902417368663127,p-S6_240,GNE-317_GBM-26
0.7448473323880478,p-S6_240,DMSO_GBM-26
0.45843929537869793,p-S6_240,Erlotinib_GBM-26
-0.6451440442629198,p-S6_240,GDC0980_GBM-26
-0.06496019111572117,p-S6_240,DMSO_GBM-6
-0.29274246664848386,p-S6_240,GDC0980_GBM-6
0.16369005282283458,p-S6_240,Palbociclib_GBM-6
-0.2642299573179667,p-S6_240,Erlotinib_GBM-6
-0.20707524587803386,p-S6_240,GNE-317_GBM-6
0.03158093771417426,p-Src,Palbociclib_GBM-26
-0.38454494826191543,p-Src,GNE-317_GBM-26
0.0047518618409260315,p-Src,DMSO_GBM-26
0.13189967057431592,p-Src,Erlotinib_GBM-26
-0.3383421459311026,p-Src,GDC0980_GBM-26
-0.13538683828807385,p-Src,DMSO_GBM-6
-0.03654658534285279,p-Src,GDC0980_GBM-6
0.3845121467672852,p-Src,Palbociclib_GBM-6
0.18672713404444527,p-Src,Erlotinib_GBM-6
0.15534876688279775,p-Src,GNE-317_GBM-6
