Change,Target,Treatment
0.18303041904454226,hydroxy-HIF,Palbociclib
-0.3145844749156144,hydroxy-HIF,GNE-317
0.5493945740397809,hydroxy-HIF,(+)-Serum
-0.001368577324990422,hydroxy-HIF,DMSO
-0.007458336467666321,hydroxy-HIF,Erlotinib
-0.4627982431561811,hydroxy-HIF,GDC0980
0.05378463878012962,hydroxy-HIF,(-)-Serum
0.32064203580182854,p-Akt_308,Palbociclib
-0.17830312717828284,p-Akt_308,GNE-317
0.5173222308778518,p-Akt_308,(+)-Serum
-0.13188198850405897,p-Akt_308,DMSO
-0.07991965164307142,p-Akt_308,Erlotinib
-0.4910042512763154,p-Akt_308,GDC0980
0.04314475192204799,p-Akt_308,(-)-Serum
0.17476778625277525,p-Akt_473,Palbociclib
-0.3087113062042345,p-Akt_473,GNE-317
0.831632187719869,p-Akt_473,(+)-Serum
-0.047765051457706514,p-Akt_473,DMSO
0.006967024726570513,p-Akt_473,Erlotinib
-0.5254426911605276,p-Akt_473,GDC0980
-0.13144794987674593,p-Akt_473,(-)-Serum
0.22320545025545843,p-c-Abl,Palbociclib
-0.3721129562552389,p-c-Abl,GNE-317
0.5389897535444115,p-c-Abl,(+)-Serum
0.0051189387909487075,p-c-Abl,DMSO
0.011627873842300601,p-c-Abl,Erlotinib
-0.4355727127255,p-c-Abl,GDC0980
0.02874365254762019,p-c-Abl,(-)-Serum
0.4077187184820327,p-GSK3b,Palbociclib
-0.5930236419950248,p-GSK3b,GNE-317
0.5080289240881308,p-GSK3b,(+)-Serum
0.04823793608116328,p-GSK3b,DMSO
0.190885970319243,p-GSK3b,Erlotinib
-0.7025171432544144,p-GSK3b,GDC0980
0.14066923627886932,p-GSK3b,(-)-Serum
0.21100931363529318,p-MAPK,Palbociclib
-0.3361437680113786,p-MAPK,GNE-317
0.5481743878657998,p-MAPK,(+)-Serum
-0.08890029850557757,p-MAPK,DMSO
0.04315367275471134,p-MAPK,Erlotinib
-0.48008251355363646,p-MAPK,GDC0980
0.10278920581478873,p-MAPK,(-)-Serum
0.4756388369005773,p-mTOR,Palbociclib
-0.29688341911441474,p-mTOR,GNE-317
0.3560224611613254,p-mTOR,(+)-Serum
-0.1731659129621562,p-mTOR,DMSO
0.16576540178997576,p-mTOR,Erlotinib
-0.42172149385995356,p-mTOR,GDC0980
-0.10565587391535428,p-mTOR,(-)-Serum
0.3205347140629453,p-p53,Palbociclib
-0.17707432275633372,p-p53,GNE-317
0.3575418505364198,p-p53,(+)-Serum
-0.18139050339416443,p-p53,DMSO
0.06354730120067416,p-p53,Erlotinib
-0.4168327489083932,p-p53,GDC0980
0.033673709258851936,p-p53,(-)-Serum
0.1384182787277062,p-70S6k,Palbociclib
-0.45902473904732005,p-70S6k,GNE-317
0.665912677182325,p-70S6k,(+)-Serum
-0.07102499123209444,p-70S6k,DMSO
0.1998371495241107,p-70S6k,Erlotinib
-0.5352113084035234,p-70S6k,GDC0980
0.06109293324879602,p-70S6k,(-)-Serum
0.0627112631358158,p-PDK1,Palbociclib
-0.5058937088100319,p-PDK1,GNE-317
0.5879313544373085,p-PDK1,(+)-Serum
0.0671705577417878,p-PDK1,DMSO
-0.20013355323428605,p-PDK1,Erlotinib
-0.5145696998326372,p-PDK1,GDC0980
0.5027837865620433,p-PDK1,(-)-Serum
0.09716179710246656,p-Rb_780,Palbociclib
-0.31821580198632204,p-Rb_780,GNE-317
0.6378761016560143,p-Rb_780,(+)-Serum
-0.008583645428436313,p-Rb_780,DMSO
-0.024156684612926964,p-Rb_780,Erlotinib
-0.5317010008770457,p-Rb_780,GDC0980
0.1476192341462502,p-Rb_780,(-)-Serum
0.1616437191859702,p-RB_807,Palbociclib
-0.2685027866440045,p-RB_807,GNE-317
0.610710427110292,p-RB_807,(+)-Serum
-0.06110727642985724,p-RB_807,DMSO
-0.017426803270916644,p-RB_807,Erlotinib
-0.4655470897839815,p-RB_807,GDC0980
0.04022980983249789,p-RB_807,(-)-Serum
-0.2654860564387666,p-S6_235,Palbociclib
-0.7534368166021193,p-S6_235,GNE-317
2.209444776443116,p-S6_235,(+)-Serum
-0.08996016380917769,p-S6_235,DMSO
-0.31381056167117316,p-S6_235,Erlotinib
-0.8299083584969409,p-S6_235,GDC0980
0.04315718057506184,p-S6_235,(-)-Serum
-0.11492742908219634,p-S6_240,Palbociclib
-0.717560870222194,p-S6_240,GNE-317
1.8147930601600357,p-S6_240,(+)-Serum
-0.03324144443429426,p-S6_240,DMSO
-0.19193006722779232,p-S6_240,Erlotinib
-0.8033867921655096,p-S6_240,GDC0980
0.04625354297195084,p-S6_240,(-)-Serum
0.0058235085614065105,p-Src,Palbociclib
-0.3999121766705593,p-Src,GNE-317
0.5577798468856284,p-Src,(+)-Serum
-0.020335675114559863,p-Src,DMSO
0.10363739419156137,p-Src,Erlotinib
-0.35486300694789863,p-Src,GDC0980
0.10787010909442157,p-Src,(-)-Serum
