Change,Target,Treatment
-0.05914047070805816,hydroxy-HIF,Palbociclib
0.13786882967897934,hydroxy-HIF,GDC0980
-0.01963720015615499,hydroxy-HIF,DMSO
-0.06106905863541732,hydroxy-HIF,GNE-317
0.001977899820651129,hydroxy-HIF,Erlotinib
0.021182451230601744,p-Akt_308,Palbociclib
0.21314623809740063,p-Akt_308,GDC0980
-0.0672473997154955,p-Akt_308,DMSO
-0.10715156849408515,p-Akt_308,GNE-317
-0.059929721118421715,p-Akt_308,Erlotinib
-0.04408635993476765,p-Akt_473,Palbociclib
0.17294954912413396,p-Akt_473,GDC0980
-0.017535181617140762,p-Akt_473,DMSO
-0.13739396884223878,p-Akt_473,GNE-317
0.02606596127001357,p-Akt_473,Erlotinib
-0.16115460628670356,p-c-Abl,Palbociclib
0.17014573417846016,p-c-Abl,GDC0980
-0.008475882990846624,p-c-Abl,DMSO
-0.02415786283733916,p-c-Abl,GNE-317
0.023642617936429,p-c-Abl,Erlotinib
0.009761948569913515,p-GSK3b,Palbociclib
0.07214874556250775,p-GSK3b,GDC0980
0.10573675588938146,p-GSK3b,DMSO
-0.06486353267865791,p-GSK3b,GNE-317
-0.12278391734314492,p-GSK3b,Erlotinib
-0.06649457791864433,p-MAPK,Palbociclib
0.21103191185498477,p-MAPK,GDC0980
-0.014140176034111612,p-MAPK,DMSO
-0.03501695465181646,p-MAPK,GNE-317
-0.09538020325041255,p-MAPK,Erlotinib
-0.08184215403619713,p-mTOR,Palbociclib
0.25876724201722595,p-mTOR,GDC0980
-0.05384850420097142,p-mTOR,DMSO
-0.10485337882445106,p-mTOR,GNE-317
-0.018223204955606462,p-mTOR,Erlotinib
-0.12794553858901112,p-p53,Palbociclib
0.22520242153147357,p-p53,GDC0980
0.01880862923125486,p-p53,DMSO
-0.08967475092032295,p-p53,GNE-317
-0.026390761253394523,p-p53,Erlotinib
-0.12615417247607746,p-70S6k,Palbociclib
0.18662152846100702,p-70S6k,GDC0980
0.11170695571465351,p-70S6k,DMSO
-0.15802610619813304,p-70S6k,GNE-317
-0.014148205501450293,p-70S6k,Erlotinib
-0.08380162337783024,p-PDK1,Palbociclib
0.056946912748027004,p-PDK1,GDC0980
0.08258124186562545,p-PDK1,DMSO
-0.08519428071290594,p-PDK1,GNE-317
0.0294677494770833,p-PDK1,Erlotinib
-0.05488757229294944,p-Rb_780,Palbociclib
0.05754697099963868,p-Rb_780,GDC0980
0.0545097272535436,p-Rb_780,DMSO
0.0041892693646372325,p-Rb_780,GNE-317
-0.06135839532487022,p-Rb_780,Erlotinib
-0.10252001639018,p-RB_807,Palbociclib
0.13452808913748895,p-RB_807,GDC0980
-0.0029658946816158603,p-RB_807,DMSO
-0.02986142015861181,p-RB_807,GNE-317
8.192420929184024e-4,p-RB_807,Erlotinib
-0.04782234078283104,p-S6_235,Palbociclib
-0.22388454093299892,p-S6_235,GDC0980
0.212420031779454,p-S6_235,DMSO
-0.2741590422819564,p-S6_235,GNE-317
0.33344589221833293,p-S6_235,Erlotinib
0.03156910828929494,p-S6_240,Palbociclib
-0.10992709838927713,p-S6_240,GDC0980
0.09838437755632151,p-S6_240,DMSO
-0.17691773330250846,p-S6_240,GNE-317
0.15689134584616884,p-S6_240,Erlotinib
-0.1390547639497386,p-Src,Palbociclib
0.17277704705361904,p-Src,GDC0980
0.04690059515026284,p-Src,DMSO
-0.006873989984621045,p-Src,GNE-317
-0.07374888826952239,p-Src,Erlotinib
