Change,Target,Treatment
-0.17970974680848587,hydroxy-HIF,DMSO
-0.1008552796244744,hydroxy-HIF,GDC0980
0.28500178731587256,hydroxy-HIF,Palbociclib
-0.0026794186356724143,hydroxy-HIF,Erlotinib
-0.0017573422472401908,hydroxy-HIF,GNE-317
-0.12030150703417429,p-Akt_308,DMSO
-0.09148308761249802,p-Akt_308,GDC0980
0.1570684269676531,p-Akt_308,Palbociclib
-0.10479467603863757,p-Akt_308,Erlotinib
0.15951084371765653,p-Akt_308,GNE-317
0.1860064081551041,p-Akt_473,DMSO
-0.4256140767024485,p-Akt_473,GDC0980
0.5441571887007405,p-Akt_473,Palbociclib
0.013069570244177655,p-Akt_473,Erlotinib
-0.31761909039757386,p-Akt_473,GNE-317
-0.14860897290164554,p-c-Abl,DMSO
-0.1135723186792066,p-c-Abl,GDC0980
0.20098906122520394,p-c-Abl,Palbociclib
-0.029745046460812843,p-c-Abl,Erlotinib
0.09093727681646106,p-c-Abl,GNE-317
-0.10981433690484516,p-GSK3b,DMSO
-0.41239072889380735,p-GSK3b,GDC0980
0.5520387251134135,p-GSK3b,Palbociclib
0.09614962119950607,p-GSK3b,Erlotinib
-0.12598328051426674,p-GSK3b,GNE-317
-0.11258491416887989,p-MAPK,DMSO
-0.14512565609845623,p-MAPK,GDC0980
0.37186649065592015,p-MAPK,Palbociclib
-0.10847509293602357,p-MAPK,Erlotinib
-0.005680827452560629,p-MAPK,GNE-317
-0.09460407472349237,p-mTOR,DMSO
-0.1549256609186496,p-mTOR,GDC0980
0.18456316215719418,p-mTOR,Palbociclib
-0.02955054675158584,p-mTOR,Erlotinib
0.09451712023653389,p-mTOR,GNE-317
-0.11353200330897233,p-p53,DMSO
-0.06525379422656523,p-p53,GDC0980
0.11255574970427601,p-p53,Palbociclib
0.005586881178234881,p-p53,Erlotinib
0.060643166653026846,p-p53,GNE-317
-0.08649414725760567,p-70S6k,DMSO
-0.25043844011641553,p-70S6k,GDC0980
0.35400779778970626,p-70S6k,Palbociclib
0.002235088691434454,p-70S6k,Erlotinib
-0.019310299107119407,p-70S6k,GNE-317
-0.2559064237729544,p-PDK1,DMSO
-0.16431333560839845,p-PDK1,GDC0980
0.3566716902926063,p-PDK1,Palbociclib
0.1892096363782068,p-PDK1,Erlotinib
-0.1256615672894601,p-PDK1,GNE-317
0.40088929063239404,p-Rb_780,DMSO
-0.013105159323818043,p-Rb_780,GDC0980
-0.502071674486351,p-Rb_780,Palbociclib
0.04457944443605422,p-Rb_780,Erlotinib
0.06970809874172051,p-Rb_780,GNE-317
0.4506281029054153,p-RB_807,DMSO
-0.01892041373620482,p-RB_807,GDC0980
-0.5817052673801927,p-RB_807,Palbociclib
0.07416051016510214,p-RB_807,Erlotinib
0.07583706804588035,p-RB_807,GNE-317
0.07844025058565023,p-S6_235,DMSO
-0.33278762668272166,p-S6_235,GDC0980
0.45289122755186767,p-S6_235,Palbociclib
-0.11198152681380238,p-S6_235,Erlotinib
-0.08656232464099385,p-S6_235,GNE-317
0.07855635949459164,p-S6_240,DMSO
-0.18418755741859244,p-S6_240,GDC0980
0.3423014667688851,p-S6_240,Palbociclib
-0.15129874565744095,p-S6_240,Erlotinib
-0.08537152318744338,p-S6_240,GNE-317
-0.22172194292126501,p-Src,DMSO
-0.13275128710674308,p-Src,GDC0980
0.24626303566145216,p-Src,Palbociclib
0.06822765262790995,p-Src,Erlotinib
0.0399825417386463,p-Src,GNE-317
